parametro,valor_S1,ic_clasico_low,ic_clasico_high,ic_percentil_low,ic_percentil_high,ic_bca_low,ic_bca_high,robusto
Edad media,23.265144665461122,23.04149092685761,23.488798404064635,23.037726039783,23.484855334538878,23.039850349796385,23.48567644192199,True
Nota media 2do sem,10.230205722716985,10.0766151850275,10.38379626040647,10.077983037168206,10.381159677332812,10.074828768317444,10.379172160044046,True
Proporción Dropout,0.3212025316455696,0.30744311192620666,0.33496195136493256,0.30764014466546113,0.33499095840867993,0.30764014466546113,0.3352169981916817,True
